,start_date,FIRE_SIZE_CLASS,category,cause,size,lat,lon,buinfdr,ercnfdr,icnfdr,scnfdr,u10,v10,t2m,blh,cape,lai_hv,lai_lv,slt
9018,2003-07-12,F,Natural,Natural,3570.0,33.81861111,-108.41833333,,,,,,,,,,,,
9019,2006-11-11,B,Human,Railroad operations and maintenance,1.0,35.72460998,-80.40374,,,,,,,,,,,,
9020,2017-04-11,A,Human,Missing data/not specified/undetermined,0.1,46.6156,-111.9146,0.0,0.0,0.0,0.0,,,,,,,,
9021,2012-08-25,B,Human,Missing data/not specified/undetermined,0.75,41.56416667,-121.13444444,60.0,74.0,55.0,9.0,-5.5749664306640625,-1.4853477478027344,295.52587890625,648.1427001953125,0.0,0.0,0.0,0.0
9022,2006-04-07,A,Human,Arson/incendiarism,0.1,42.44353424,-73.90222902,,,,,,,,,,,,
9023,2002-02-19,B,Human,Debris and open burning,7.0,34.9947,-82.4758,,,,,,,,,,,,
9024,1999-01-05,B,Human,Debris and open burning,5.0,31.2417,-84.6556,,,,,,,,,,,,
9025,2007-06-18,B,Human,Debris and open burning,1.0,38.343117,-120.5754,,,,,,,,,,,,
9026,2003-05-21,B,Human,Debris and open burning,0.7,44.9543536,-84.74862748,,,,,,,,,,,,
9027,2004-05-21,A,Human,Missing data/not specified/undetermined,0.1,40.742004,-73.82788595,,,,,,,,,,,,
9028,2015-05-23,A,Human,Arson/incendiarism,0.01,38.718383,-123.005667,30.0,38.0,17.0,4.0,,,,,,,,
9029,2008-04-17,B,Human,Misuse of fire by a minor,3.0,33.56760803,-84.01591044,,,,,,,,,,,,
9030,1998-03-14,B,Human,Misuse of fire by a minor,1.5,36.125,-75.8217,,,,,,,,,,,,
9031,2011-07-15,C,Human,Missing data/not specified/undetermined,20.0,36.71983331,-94.73633334,6.0,5.0,7.0,1.0,2.257120132446289,-10.390657424926758,294.510986328125,1261.1876220703125,33.25,0.0,0.0,0.0
9032,2008-03-25,B,Human,Debris and open burning,1.0,38.45667,-78.14361,,,,,,,,,,,,
9033,2010-02-16,B,Human,Debris and open burning,5.0,41.09579086,-101.8889008,9.0,11.0,8.0,1.0,-0.036468505859375,3.3055419921875,279.70489501953125,520.0949096679688,0.03125,0.0,0.0,0.0
9034,1993-08-31,A,Human,Debris and open burning,0.1,40.15376,-102.95349,,,,,,,,,,,,
9035,2010-10-16,B,Human,Arson/incendiarism,4.0,33.753523,-87.241455,0.0,10.0,0.0,0.0,13.420547485351562,-0.7489185333251953,295.586669921875,1597.2735595703125,12.125,0.0,0.0,0.0
9036,1993-08-20,B,Human,Arson/incendiarism,4.0,30.31875,-95.88125,,,,,,,,,,,,
9037,2007-07-02,B,Human,Arson/incendiarism,2.5,43.90114,-89.31207,,,,,,,,,,,,
9038,1996-11-18,B,Human,Arson/incendiarism,8.0,34.975,-79.315,,,,,,,,,,,,
9039,2001-07-02,A,Natural,Natural,0.1,34.8525,-111.23527778,,,,,,,,,,,,
9040,2019-01-24,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.01,34.9996,-101.9189,9.0,6.0,7.0,2.0,,,,,,,,
9041,1998-08-06,A,Natural,Natural,0.1,47.008556,-116.056725,,,,,,,,,,,,
9042,1999-07-03,B,Human,Debris and open burning,1.0,41.44598,-74.6625,,,,,,,,,,,,
9043,1995-07-28,C,Human,Equipment and vehicle use,40.0,37.70388888,-120.34194444,,,,,,,,,,,,
9044,1998-07-23,A,Natural,Natural,0.2,41.47425,-122.775889,,,,,,,,,,,,
9045,2010-12-30,B,Human,Recreation and ceremony,1.9,31.86881219,-83.118834,19.0,26.0,13.0,2.0,7.321224212646484,-7.3753814697265625,289.98321533203125,1575.916748046875,0.5625,0.0,0.0,0.0
9046,2010-07-24,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5.0,21.5146198,-158.027832,8.0,4.0,8.0,2.0,-7.374855995178223,1.178196907043457,300.889892578125,922.0166015625,1164.75,0.0,0.0,0.0
9047,1996-05-09,C,Natural,Natural,40.0,33.33832963,-90.00504686,,,,,,,,,,,,
9048,2015-09-21,B,Human,Debris and open burning,5.0,30.2909,-99.3243,26.0,35.0,19.0,3.0,,,,,,,,
9049,1993-05-16,B,Human,Arson/incendiarism,1.0,33.9617,-78.3783,,,,,,,,,,,,
9050,1998-06-13,B,Human,Railroad operations and maintenance,1.1,31.8064,-81.5525,,,,,,,,,,,,
9051,2013-06-09,A,Human,Power generation/transmission/distribution,0.15,38.513967,-122.985883,33.0,45.0,12.0,4.0,8.613260269165039,3.741729736328125,296.272705078125,743.7704467773438,42.125,0.0,0.0,0.0
9052,2002-07-13,C,Natural,Natural,14.0,48.62527,-119.70432,,,,,,,,,,,,
9053,2003-04-13,D,Human,Debris and open burning,114.0,46.20401053,-95.43162679,,,,,,,,,,,,
9054,2006-08-10,A,Natural,Natural,0.1,42.81666667,-122.37333333,,,,,,,,,,,,
9055,2019-01-31,B,Human,Debris and open burning,6.0,29.1511,-82.3699,0.0,1.0,0.0,0.0,,,,,,,,
9056,1996-05-26,B,Human,Debris and open burning,0.5,33.3167,-110.4573,,,,,,,,,,,,
9057,2014-05-13,B,Human,Debris and open burning,1.0,34.289291,-81.101166,27.0,40.0,17.0,3.0,,,,,,,,
9058,1999-09-05,A,Human,Missing data/not specified/undetermined,0.01,46.79269,-114.1058,,,,,,,,,,,,
9059,2006-03-31,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5.0,37.94117002,-82.56877,,,,,,,,,,,,
9060,1993-10-03,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,20.0,32.17083333,-80.9875,,,,,,,,,,,,
9061,1995-08-24,C,Human,Missing data/not specified/undetermined,30.0,33.34375,-95.13958,,,,,,,,,,,,
9062,2018-06-07,A,Human,Missing data/not specified/undetermined,0.1,36.77823034,-114.0133758,31.0,14.0,39.0,11.0,,,,,,,,
9063,2006-04-03,A,Human,Debris and open burning,0.1,33.28549023,-84.01725306,,,,,,,,,,,,
9064,2007-12-23,B,Human,Smoking,1.0,32.67715,-95.51458,,,,,,,,,,,,
9065,2007-03-10,B,Human,Debris and open burning,1.0,30.39129001,-96.61540001,,,,,,,,,,,,
9066,1996-08-14,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,6.0,43.66275021,-108.22570049,,,,,,,,,,,,
9067,2005-07-22,B,Natural,Natural,1.0,33.3731,-116.72,,,,,,,,,,,,
9068,2000-05-15,B,Human,Arson/incendiarism,1.5,33.2514,-110.2198,,,,,,,,,,,,
9069,2005-08-05,A,Natural,Natural,0.1,35.0331,-114.3077,,,,,,,,,,,,
9070,2015-04-03,A,Human,Missing data/not specified/undetermined,0.1,31.697756,-86.104744,13.0,12.0,12.0,2.0,,,,,,,,
9071,2003-11-04,B,Human,Debris and open burning,2.0,33.34971999,-94.09582999,,,,,,,,,,,,
9072,1995-07-07,B,Natural,Natural,7.5,45.12113,-117.67042,,,,,,,,,,,,
9073,2000-03-19,B,Human,Missing data/not specified/undetermined,1.1,33.51333,-105.61499998,,,,,,,,,,,,
9074,2009-10-05,A,Human,Recreation and ceremony,0.1,42.98555556,-122.73638889,,,,,,,,,,,,
9075,1998-07-02,B,Human,Arson/incendiarism,0.3,34.2833,-79.2667,,,,,,,,,,,,
9076,2011-10-25,B,Natural,Natural,1.0,33.13718333,-94.20803333,22.0,25.0,15.0,3.0,11.767608642578125,-4.2266998291015625,296.6018371582031,1036.238037109375,336.8125,0.0,0.0,0.0
9077,2017-06-20,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2.0,40.218959,-122.174739,12.0,11.0,17.0,2.0,,,,,,,,
9078,1993-05-04,C,Human,Equipment and vehicle use,40.0,33.55148064,-113.15298176,,,,,,,,,,,,
9079,2001-11-08,B,Human,Arson/incendiarism,3.17,34.4982,-83.6181,,,,,,,,,,,,
9080,2019-11-18,A,Human,Missing data/not specified/undetermined,0.1,38.25142,-92.76327,0.0,4.0,0.0,0.0,,,,,,,,
9081,2020-09-08,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.4,46.80292,-123.0388,44.0,43.0,46.0,8.0,,,,,,,,
9082,1994-06-29,E,Missing data/not specified/undetermined,Missing data/not specified/undetermined,640.0,41.28565,-111.7109,,,,,,,,,,,,
9083,2002-04-17,B,Human,Arson/incendiarism,1.0,46.70571689,-94.36419215,,,,,,,,,,,,
9084,2012-03-20,A,Human,Debris and open burning,0.1,39.3642312,-110.7663852,0.0,0.0,0.0,0.0,0.0205841064453125,0.8749828338623047,286.3882751464844,78.49346923828125,0.0,0.0,0.0,0.0
9085,2005-07-09,A,Human,Missing data/not specified/undetermined,0.1,33.6675,-113.9947,,,,,,,,,,,,
9086,2008-08-28,A,Human,Recreation and ceremony,0.14,47.10472222,-94.55111111,,,,,,,,,,,,
9087,2004-04-09,C,Human,Arson/incendiarism,30.0,35.2167,-78.6833,,,,,,,,,,,,
9088,2012-07-06,C,Human,Missing data/not specified/undetermined,91.0,35.49844,-93.5095,27.0,57.0,24.0,2.0,11.012629508972168,3.0345897674560547,297.736328125,789.6195068359375,1822.625,0.0,0.0,0.0
9089,1994-05-13,B,Human,Debris and open burning,0.52,31.4809,-82.0165,,,,,,,,,,,,
9090,2002-06-02,A,Human,Recreation and ceremony,0.1,43.72805556,-121.24,,,,,,,,,,,,
9091,2016-07-09,A,Human,Missing data/not specified/undetermined,0.1,32.81059,-97.38655,5.0,3.0,5.0,1.0,,,,,,,,
9092,2008-08-20,A,Human,Equipment and vehicle use,0.25,31.55523,-94.61109,,,,,,,,,,,,
9093,2007-03-30,B,Human,Debris and open burning,0.3,32.496626,-86.903186,,,,,,,,,,,,
9094,2008-05-20,B,Human,Missing data/not specified/undetermined,3.0,33.48217,-97.08204,,,,,,,,,,,,
9095,2005-12-26,B,Human,Arson/incendiarism,2.0,32.6542,-94.79403,,,,,,,,,,,,
9096,2010-06-20,B,Natural,Natural,1.1,31.54116068,-81.98604336,3.0,1.0,3.0,1.0,-2.325381278991699,-1.8117790222167969,297.0537109375,326.3507080078125,32.1875,0.0,0.0,0.0
9097,2000-03-05,B,Human,Debris and open burning,1.0,47.2051588,-93.38777812,,,,,,,,,,,,
9098,2008-01-31,B,Human,Missing data/not specified/undetermined,0.3,28.9663,-99.82693,,,,,,,,,,,,
9099,2011-08-02,B,Natural,Natural,1.0,34.08958,-93.9542,16.0,39.0,17.0,1.0,-1.5492944717407227,-2.4778003692626953,296.821044921875,390.41485595703125,126.5,0.0,0.0,0.0
9100,2007-07-12,B,Natural,Natural,9.4,26.2172,-81.2958,,,,,,,,,,,,
9101,2009-09-25,B,Human,Equipment and vehicle use,7.0,46.33722222,-111.2475,,,,,,,,,,,,
9102,2005-04-19,A,Human,Arson/incendiarism,0.1,33.75,-80.38332999,,,,,,,,,,,,
9103,2011-08-04,A,Human,Missing data/not specified/undetermined,0.15,44.66298385,-73.5088787,0.0,5.0,0.0,0.0,-2.8105010986328125,-1.7735595703125,290.10302734375,270.7699279785156,45.875,4.1610107421875,0.0,2.0
9104,2008-11-23,A,Human,Missing data/not specified/undetermined,0.1,40.61320981,-73.96203674,,,,,,,,,,,,
9105,2015-03-15,E,Human,Missing data/not specified/undetermined,400.0,39.76,-94.87,15.0,8.0,11.0,4.0,,,,,,,,
9106,2008-02-23,B,Human,Missing data/not specified/undetermined,3.0,36.3239,-101.1681,,,,,,,,,,,,
9107,2001-11-05,A,Human,Equipment and vehicle use,0.05,44.060675,-89.161102,,,,,,,,,,,,
9108,1998-08-03,B,Human,Missing data/not specified/undetermined,1.5,39.3875,-74.82083,,,,,,,,,,,,
9109,2002-02-22,A,Human,Missing data/not specified/undetermined,0.1,30.6636,-89.4417,,,,,,,,,,,,
9110,2007-10-27,C,Human,Debris and open burning,54.0,44.78694,-123.72361,,,,,,,,,,,,
9111,2000-03-14,B,Human,Smoking,3.0,34.1206,-87.4358,,,,,,,,,,,,
9112,2010-03-16,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,18.204063,-67.119553,8.0,4.0,6.0,2.0,2.406619071960449,-1.0446319580078125,299.257080078125,297.7259216308594,169.078125,0.0,0.0,0.0
9113,1994-04-01,B,Human,Missing data/not specified/undetermined,4.0,43.15319067,-90.16048482,,,,,,,,,,,,
9114,1993-08-13,A,Natural,Natural,0.1,38.4667,-108.1506,,,,,,,,,,,,
9115,2000-04-19,A,Human,Debris and open burning,0.1,32.1837,-81.9936,,,,,,,,,,,,
9116,1996-02-24,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,14.0,34.70833333,-79.79166667,,,,,,,,,,,,
9117,2008-06-04,A,Human,Smoking,0.1,37.44888888,-120.84888888,,,,,,,,,,,,
9118,2017-02-07,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,33.762699,-93.431892,0.0,0.0,0.0,0.0,,,,,,,,
9119,2014-05-16,B,Human,Equipment and vehicle use,1.0,32.568527,-98.22155,12.0,5.0,14.0,4.0,,,,,,,,
9120,2019-08-08,C,Natural,Natural,13.0,44.297732,-105.563313,7.0,7.0,8.0,1.0,,,,,,,,
9121,2005-06-05,A,Natural,Natural,0.1,45.88388889,-113.88916667,,,,,,,,,,,,
9122,2014-08-03,B,Human,Debris and open burning,0.5,31.083242,-95.201951,20.0,21.0,10.0,3.0,,,,,,,,
9123,2008-01-28,B,Human,Debris and open burning,3.0,33.57552,-80.53579,,,,,,,,,,,,
9124,1998-06-28,G,Natural,Natural,5000.0,28.72,-81.01,,,,,,,,,,,,
9125,2015-02-27,B,Human,Arson/incendiarism,5.0,47.79,-114.3356,6.0,4.0,4.0,1.0,,,,,,,,
9126,2008-08-27,A,Human,Missing data/not specified/undetermined,0.1,42.09509484,-76.00697069,,,,,,,,,,,,
9127,2005-09-05,A,Human,Missing data/not specified/undetermined,0.21,34.0533,-118.1912,,,,,,,,,,,,
9128,2001-07-15,A,Natural,Natural,0.1,41.63235,-122.679261,,,,,,,,,,,,
9129,1998-08-03,A,Human,Equipment and vehicle use,0.2,38.8833,-78.5833,,,,,,,,,,,,
9130,1996-06-07,A,Human,Equipment and vehicle use,0.1,39.705,-121.45805555,,,,,,,,,,,,
9131,1998-07-26,B,Human,Arson/incendiarism,0.5,39.9125,-74.60833,,,,,,,,,,,,
9132,2012-05-31,B,Human,Missing data/not specified/undetermined,1.0,38.102942,-120.922042,8.0,8.0,9.0,1.0,4.518462181091309,10.504404067993164,296.626220703125,1081.080322265625,14.0625,0.0,0.0,0.0
9133,2015-01-15,A,Human,Missing data/not specified/undetermined,0.01,38.2832,-104.5829,0.0,3.0,0.0,0.0,,,,,,,,
9134,2003-03-31,B,Human,Debris and open burning,2.25,33.12176431,-84.63678636,,,,,,,,,,,,
9135,1994-05-18,B,Human,Equipment and vehicle use,0.85,45.27606696,-91.17035603,,,,,,,,,,,,
9136,2005-07-22,A,Natural,Natural,0.1,37.7472,-111.6264,,,,,,,,,,,,
9137,2000-05-18,B,Human,Debris and open burning,9.0,36.2,-77.9833,,,,,,,,,,,,
9138,2007-04-03,A,Human,Smoking,0.1,41.07461,-75.39931,,,,,,,,,,,,
9139,2005-07-20,B,Natural,Natural,4.0,29.11943998,-82.56083998,,,,,,,,,,,,
9140,2011-04-29,A,Human,Equipment and vehicle use,0.25,33.41826,-98.482132,18.0,4.0,21.0,12.0,-0.41580867767333984,8.303123474121094,293.8872985839844,747.4775390625,6.625,0.0,0.0,0.0
9141,2014-04-12,A,Human,Debris and open burning,0.1,42.03553,-103.9614,13.0,8.0,7.0,3.0,,,,,,,,
9142,2006-02-09,B,Human,Equipment and vehicle use,2.0,40.45388888,-124.225,,,,,,,,,,,,
9143,1992-05-29,B,Human,Arson/incendiarism,1.0,48.08799,-117.41131,,,,,,,,,,,,
9144,2013-04-04,B,Human,Debris and open burning,1.0,26.157915,-98.095555,28.0,12.0,19.0,11.0,-6.568084716796875,-0.6140232086181641,295.1142578125,680.8428344726562,4.25,0.0,0.0,0.0
9145,2011-08-05,A,Human,Equipment and vehicle use,0.01,45.269833,-69.912667,0.0,0.0,0.0,0.0,-0.838409423828125,-4.75958251953125,287.82763671875,576.2122802734375,2.625,1.0465087890625,0.0,0.0
9146,2016-08-08,A,Natural,Natural,0.1,48.54555556,-115.90666667,0.0,0.0,0.0,0.0,,,,,,,,
9147,2018-02-23,A,Human,Missing data/not specified/undetermined,0.1,33.823827,-112.1473485,12.0,7.0,7.0,3.0,,,,,,,,
9148,2015-04-16,A,Human,Missing data/not specified/undetermined,0.1,40.6813,-73.7973,8.0,4.0,5.0,2.0,,,,,,,,
9149,2019-09-26,A,Human,Missing data/not specified/undetermined,0.1,40.69995,-73.48402,0.0,0.0,2.0,1.0,,,,,,,,
9150,1996-09-21,B,Human,Arson/incendiarism,0.5,36.17388888,-119.09,,,,,,,,,,,,
9151,2016-06-12,A,Natural,Natural,0.1,38.46375,-105.466133,0.0,11.0,0.0,0.0,,,,,,,,
9152,2002-02-15,B,Human,Debris and open burning,1.5,36.2333,-79.0167,,,,,,,,,,,,
9153,2002-03-07,A,Human,Equipment and vehicle use,0.2,33.7247,-80.6944,,,,,,,,,,,,
9154,2012-04-14,B,Human,Smoking,3.6,32.84247902,-83.20417429,39.0,51.0,30.0,5.0,1.2176055908203125,-8.004737854003906,288.42242431640625,1214.1732177734375,0.0,0.0,0.0,0.0
9155,2015-02-08,B,Human,Debris and open burning,0.6,39.2847,-82.565287,0.0,3.0,0.0,0.0,,,,,,,,
9156,1999-05-06,A,Human,Missing data/not specified/undetermined,0.1,33.0917,-111.834,,,,,,,,,,,,
9157,2019-02-08,B,Human,Missing data/not specified/undetermined,1.0,31.576,-87.14,0.0,0.0,0.0,0.0,,,,,,,,
9158,2005-07-11,A,Human,Debris and open burning,0.1,63.36665998,-143.36669998,,,,,,,,,,,,
9159,2006-07-31,A,Human,Debris and open burning,0.1,26.58860998,-81.62500002,,,,,,,,,,,,
9160,2013-03-21,A,Human,Arson/incendiarism,0.1,40.0369,-105.0089,0.0,5.0,0.0,0.0,-5.068634986877441,-5.537967681884766,280.61871337890625,1038.026611328125,1.375,0.0,0.0,0.0
9161,2020-03-21,C,Human,Recreation and ceremony,20.0,37.80655319,-98.01944122,13.0,4.0,5.0,6.0,,,,,,,,
9162,2011-07-01,B,Human,Arson/incendiarism,8.0,33.016289,-80.583221,14.0,14.0,16.0,2.0,3.9296951293945312,7.56148624420166,298.98583984375,750.2907104492188,1190.875,0.0,0.0,0.0
9163,2010-10-03,A,Natural,Natural,0.1,37.666001,-113.348902,21.0,35.0,23.0,2.0,1.3276824951171875,12.634350776672363,297.2762451171875,987.1863403320312,585.875,0.0,0.0,0.0
9164,1999-12-30,A,Human,Equipment and vehicle use,0.1,30.95,-83.1383,,,,,,,,,,,,
9165,2001-07-07,B,Human,Railroad operations and maintenance,3.0,27.8867,-82.7375,,,,,,,,,,,,
9166,2010-03-29,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,12.0,31.056227,-90.083985,29.0,27.0,17.0,5.0,-6.248995780944824,4.213580131530762,290.19891357421875,1440.827880859375,13.875,0.0,0.0,0.0
9167,2001-04-09,B,Human,Arson/incendiarism,0.6,35.23,-89.0383,,,,,,,,,,,,
9168,2011-03-25,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,10.0,40.44027,-104.807229,17.0,14.0,10.0,3.0,6.494433403015137,-7.040648460388184,277.2615966796875,1384.89404296875,0.125,0.0,0.0,0.0
9169,2004-04-09,B,Human,Arson/incendiarism,1.0,26.57361001,-82.10527999,,,,,,,,,,,,
9170,2018-05-07,B,Human,Arson/incendiarism,0.75,40.0844,-74.2057,0.0,0.0,0.0,0.0,,,,,,,,
9171,1995-04-04,B,Human,Debris and open burning,3.0,38.21667,-78.0,,,,,,,,,,,,
9172,2019-02-09,A,Human,Debris and open burning,0.03,36.206998,-81.058017,0.0,7.0,0.0,0.0,,,,,,,,
9173,2014-04-13,B,Human,Debris and open burning,3.0,35.92583333,-80.42851666,10.0,7.0,8.0,2.0,,,,,,,,
9174,2014-05-16,B,Human,Equipment and vehicle use,1.8,36.53655,-119.198683,9.0,5.0,11.0,2.0,,,,,,,,
9175,2006-06-30,B,Human,Debris and open burning,1.0,26.19301998,-98.10007,,,,,,,,,,,,
9176,2003-03-13,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2.0,18.130913,-66.472954,,,,,,,,,,,,
9177,2012-08-15,A,Natural,Natural,0.1,32.42111111,-110.7225,40.0,55.0,32.0,5.0,2.7721376419067383,4.387294769287109,299.880859375,413.12213134765625,835.75,0.0,0.0,0.0
9178,1994-06-25,B,Human,Missing data/not specified/undetermined,1.0,37.48388888,-119.96611111,,,,,,,,,,,,
9179,2006-10-08,A,Human,Misuse of fire by a minor,0.1,43.0242,-102.5581,,,,,,,,,,,,
9180,2007-08-16,A,Human,Equipment and vehicle use,0.1,46.64035495,-94.40574523,,,,,,,,,,,,
9181,2003-07-30,B,Natural,Natural,0.5,45.41944444,-114.24361111,,,,,,,,,,,,
9182,2004-12-20,B,Human,Arson/incendiarism,5.0,35.12380002,-94.91730001,,,,,,,,,,,,
9183,2016-07-05,B,Human,Equipment and vehicle use,4.0,31.70481,-99.11861,9.0,3.0,11.0,4.0,,,,,,,,
9184,1993-03-26,A,Human,Recreation and ceremony,0.1,43.2805,-102.3607,,,,,,,,,,,,
9185,2012-07-18,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,33.6353,-112.0171,13.0,13.0,17.0,2.0,5.432767868041992,-0.5369596481323242,299.416259765625,514.8214721679688,1250.125,0.0,0.0,0.0
9186,2015-08-30,A,Human,Debris and open burning,0.2,27.640665,-97.305908,5.0,3.0,4.0,1.0,,,,,,,,
9187,1992-07-14,A,Natural,Natural,0.2,37.28333333,-119.02166667,,,,,,,,,,,,
9188,1997-07-12,A,Human,Smoking,0.1,44.8665,-121.1678,,,,,,,,,,,,
9189,1994-08-22,B,Human,Missing data/not specified/undetermined,1.0,44.0166,-117.1177,,,,,,,,,,,,
9190,2011-02-16,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,33.4535,-112.0563,13.0,8.0,14.0,3.0,0.241424560546875,-10.206225395202637,285.35650634765625,1536.53369140625,0.0,0.0,0.0,0.0
9191,2000-04-22,A,Human,Debris and open burning,0.2,43.93931,-89.515076,,,,,,,,,,,,
9192,2017-02-04,B,Human,Missing data/not specified/undetermined,1.0,32.08861,-98.53602,0.0,0.0,0.0,0.0,,,,,,,,
9193,2008-08-23,B,Human,Equipment and vehicle use,1.0,36.47194444,-119.12611111,,,,,,,,,,,,
9194,2008-04-26,A,Human,Other causes,0.1,39.89111111,-120.78416667,,,,,,,,,,,,
9195,2015-03-17,C,Human,Railroad operations and maintenance,10.0,30.635,-81.5541,34.0,33.0,28.0,6.0,,,,,,,,
9196,1998-06-19,B,Natural,Natural,2.0,29.55,-82.21,,,,,,,,,,,,
9197,2005-08-04,A,Human,Missing data/not specified/undetermined,0.1,40.737311,-73.67075154,,,,,,,,,,,,
9198,2010-06-23,A,Human,Missing data/not specified/undetermined,0.2,38.73611111,-121.39305555,12.0,10.0,14.0,2.0,1.0253801345825195,2.2428369522094727,297.495849609375,611.224853515625,265.5625,0.0,0.0,0.0
9199,2018-09-21,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,36.546975,-119.590555,34.0,66.0,32.0,3.0,,,,,,,,
9200,1998-04-01,B,Human,Arson/incendiarism,0.3,38.48060923,-82.16240505,,,,,,,,,,,,
9201,1998-11-01,B,Human,Missing data/not specified/undetermined,1.0,35.037161,-119.367578,,,,,,,,,,,,
9202,2002-06-07,B,Natural,Natural,1.0,30.5896,-82.1196,,,,,,,,,,,,
9203,2002-06-01,B,Human,Misuse of fire by a minor,1.5,33.925,-117.21805555,,,,,,,,,,,,
9204,1998-02-21,A,Human,Arson/incendiarism,0.25,39.86666,-74.15417,,,,,,,,,,,,
9205,2019-06-16,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.01,32.20533,-110.981538,41.0,75.0,37.0,4.0,,,,,,,,
9206,2009-05-23,A,Human,Debris and open burning,0.1,44.74777778,-84.12805556,,,,,,,,,,,,
9207,1993-02-01,A,Human,Missing data/not specified/undetermined,0.2,35.425,-78.275,,,,,,,,,,,,
9208,2008-10-03,A,Human,Arson/incendiarism,0.1,43.19547832,-77.64088992,,,,,,,,,,,,
9209,2013-09-02,B,Human,Missing data/not specified/undetermined,1.0,30.6604815,-93.8926809,15.0,34.0,14.0,1.0,-0.959376335144043,2.788116455078125,299.2041015625,559.5250244140625,279.25,0.0,0.0,0.0
9210,2016-04-11,B,Human,Debris and open burning,0.5,43.37056,-102.38314,10.0,7.0,5.0,2.0,,,,,,,,
9211,2014-08-21,C,Natural,Natural,62.0,29.48277778,-81.80916667,10.0,13.0,10.0,1.0,,,,,,,,
9212,1999-12-04,C,Human,Missing data/not specified/undetermined,25.0,30.5703,-93.4611,,,,,,,,,,,,
9213,2000-10-05,A,Natural,Natural,0.1,37.62777,-109.27215,,,,,,,,,,,,
9214,1992-02-10,B,Human,Debris and open burning,2.0,32.767163,-89.33716121,,,,,,,,,,,,
9215,1992-07-06,C,Human,Missing data/not specified/undetermined,80.0,36.47888888,-119.285,,,,,,,,,,,,
9216,1996-05-27,A,Human,Debris and open burning,0.1,46.36817741,-84.54105311,,,,,,,,,,,,
9217,2005-04-20,B,Human,Misuse of fire by a minor,1.0,47.8722,-94.9828,,,,,,,,,,,,
9218,2020-02-22,A,Human,Missing data/not specified/undetermined,0.1,41.83159,-71.81168,0.0,9.0,0.0,0.0,,,,,,,,
9219,2007-02-14,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.5,18.365988,-67.16935,,,,,,,,,,,,
9220,1996-10-19,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,10.0,33.19583333,-80.9125,,,,,,,,,,,,
9221,1996-08-02,B,Human,Missing data/not specified/undetermined,3.0,30.46878,-95.41419,,,,,,,,,,,,
9222,2019-04-04,A,Human,Missing data/not specified/undetermined,0.1,45.791,-108.673,12.0,11.0,10.0,2.0,,,,,,,,
9223,1994-08-22,C,Natural,Natural,20.0,45.56333333,-106.11,,,,,,,,,,,,
9224,1994-02-02,A,Human,Missing data/not specified/undetermined,0.1,35.155,-120.53111111,,,,,,,,,,,,
9225,2019-03-24,C,Human,Missing data/not specified/undetermined,33.9,35.815693,-78.24418,12.0,10.0,9.0,2.0,,,,,,,,
9226,2008-05-27,B,Human,Missing data/not specified/undetermined,5.0,26.54333,-81.62639,,,,,,,,,,,,
9227,2016-12-18,A,Human,Debris and open burning,0.1,32.51915,-80.94117,17.0,11.0,12.0,4.0,,,,,,,,
9228,2011-08-27,C,Human,Fireworks,17.0,44.4704,-104.21511,6.0,4.0,6.0,1.0,0.761505126953125,1.236328125,289.770263671875,174.80087280273438,0.0,4.72021484375,0.0,2.0
9229,1997-03-04,C,Human,Missing data/not specified/undetermined,15.0,32.6125,-80.7083,,,,,,,,,,,,
9230,2012-09-13,B,Human,Missing data/not specified/undetermined,1.0,47.8461,-94.9058,5.0,3.0,4.0,1.0,3.303359031677246,1.6102752685546875,289.56494140625,400.3113098144531,0.0,1.6826171875,0.67730712890625,0.0
9231,2003-05-06,B,Human,Equipment and vehicle use,2.0,37.105,-119.93805555,,,,,,,,,,,,
9232,2009-11-16,B,Human,Arson/incendiarism,0.5,38.32258657,-81.8046949,,,,,,,,,,,,
9233,1996-10-21,B,Human,Debris and open burning,0.9,34.1727,-84.2403,,,,,,,,,,,,
9234,2004-03-27,B,Human,Debris and open burning,3.98,32.02146609,-82.41323956,,,,,,,,,,,,
9235,1994-03-17,C,Human,Railroad operations and maintenance,20.0,32.53125,-94.41042,,,,,,,,,,,,
